Project ID,Start Date,End Date,Duration (days),Status,Budget ($),Actual Cost ($),Location,Project Manager
PRJ1621,2023-11-26,2023-12-26,30,On Hold,465908.33,501441.8566629877,London,Cathy Zhang
PRJ1622,2023-08-19,2023-12-01,104,In Progress,475267.23,540433.4479759581,Ottawa,Cathy Zhang
PRJ1623,2023-04-02,2023-08-22,142,Completed,459921.04,456524.8814342536,Toronto,Cathy Zhang
PRJ1624,2023-06-29,2024-05-05,311,Planned,752439.65,761887.8219367834,Hamilton,Bob Johnson
PRJ1625,2023-10-22,2024-05-20,211,Planned,492363.68,453515.70716331014,Mississauga,Alice Smith
PRJ1626,2023-01-06,2023-03-15,68,Completed,469770.36,468759.0412082901,Mississauga,Bob Johnson
PRJ1627,2023-01-19,2023-08-20,213,Completed,507701.08,432964.0282530148,London,Bob Johnson
PRJ1628,2023-01-13,2023-05-28,135,Planned,403266.48,476794.99766469555,Ottawa,Alice Smith
PRJ1629,2023-11-28,2024-06-10,195,In Progress,659712.05,738972.6670252533,Ottawa,Bob Johnson
PRJ1630,2023-11-14,2024-07-01,230,On Hold,352891.92,376602.454376727,Mississauga,Cathy Zhang
PRJ1631,2023-02-04,2023-10-06,244,In Progress,438599.14,445299.94742944784,Toronto,Alice Smith
PRJ1632,2023-05-26,2023-11-10,168,Completed,593666.03,663046.3864771939,Ottawa,Bob Johnson
PRJ1633,2023-05-27,2024-01-25,243,In Progress,504235.21,503177.77624062734,Hamilton,Daniel Lee
PRJ1634,2023-08-06,2023-12-04,120,Planned,554921.52,510522.00682938145,Hamilton,Bob Johnson
PRJ1635,2023-05-27,2023-11-21,178,Completed,653316.41,564563.1758302344,Ottawa,Daniel Lee
PRJ1636,2023-12-15,2024-09-02,262,On Hold,600380.15,635823.133177067,Ottawa,Cathy Zhang
PRJ1637,2023-07-24,2023-11-26,125,Planned,513747.63,601994.2135073423,Mississauga,Daniel Lee
PRJ1638,2023-07-07,2023-08-10,34,Planned,708934.26,610709.590220351,London,Bob Johnson
PRJ1639,2023-04-26,2023-09-23,150,On Hold,437166.39,381212.24755588744,Mississauga,Bob Johnson
PRJ1640,2023-06-22,2023-10-13,113,On Hold,489969.04,476956.64477115107,London,Bob Johnson
PRJ1641,2023-11-10,2024-10-15,340,In Progress,496955.97,557962.1552551186,Hamilton,Alice Smith
PRJ1642,2023-01-25,2023-11-15,294,Completed,489757.82,449386.63799581403,London,Alice Smith
PRJ1643,2023-05-31,2024-02-12,257,On Hold,393078.93,354386.27229698614,Mississauga,Bob Johnson
PRJ1644,2023-02-25,2023-11-14,262,On Hold,341635.02,358028.8945532925,Ottawa,Bob Johnson
PRJ1645,2023-12-12,2024-10-11,304,Completed,541720.16,549437.4581341313,London,Cathy Zhang
PRJ1646,2023-03-21,2023-06-24,95,On Hold,436652.62,359840.2479649469,Mississauga,Alice Smith
PRJ1647,2023-08-20,2024-07-07,322,On Hold,690780.88,575141.3912947528,Hamilton,Alice Smith
PRJ1648,2023-10-27,2024-09-05,314,In Progress,492745.77,520933.386416455,London,Alice Smith
PRJ1649,2023-03-31,2023-08-19,141,Planned,474851.07,468226.6314950297,Hamilton,Daniel Lee
PRJ1650,2023-08-08,2023-10-23,76,Planned,609433.98,724245.7817437585,Hamilton,Bob Johnson
PRJ1651,2023-12-02,2024-08-22,264,Planned,540219.26,578797.7026365406,Toronto,Cathy Zhang
PRJ1652,2023-04-26,2023-12-11,229,Planned,482448.26,387902.6162801851,London,Cathy Zhang
PRJ1653,2023-08-26,2024-05-08,256,On Hold,435926.83,432617.06073955336,Mississauga,Bob Johnson
PRJ1654,2023-04-26,2023-12-06,224,Completed,865770.18,836142.8093265182,London,Bob Johnson
PRJ1655,2023-07-19,2023-12-21,155,Completed,536178.58,451829.9383671111,London,Cathy Zhang
PRJ1656,2023-09-10,2024-07-10,304,In Progress,608442.96,711442.3347184916,Hamilton,Daniel Lee
PRJ1657,2023-08-19,2024-07-19,335,In Progress,397705.45,446227.31238255254,Hamilton,Cathy Zhang
PRJ1658,2023-12-26,2024-03-09,74,On Hold,442201.46,394458.8978515005,Hamilton,Daniel Lee
PRJ1659,2023-09-07,2023-10-20,43,Completed,711234.59,641812.6200254352,Hamilton,Daniel Lee
PRJ1660,2023-07-08,2023-11-10,125,Completed,639693.09,519947.16298548173,Mississauga,Alice Smith
PRJ1661,2023-05-04,2024-03-03,304,Planned,545762.21,501384.6368477381,Ottawa,Bob Johnson
PRJ1662,2023-06-03,2023-07-18,45,On Hold,461842.91,477475.73993863567,Toronto,Alice Smith
PRJ1663,2023-01-25,2023-12-06,315,On Hold,476596.42,461506.1169143022,Hamilton,Daniel Lee
PRJ1664,2023-02-11,2023-03-29,46,Planned,432388.93,513549.27714176266,Hamilton,Cathy Zhang
PRJ1665,2023-10-17,2024-01-02,77,On Hold,384315.07,316073.0376704718,Toronto,Alice Smith
PRJ1666,2023-04-19,2023-09-03,137,On Hold,592384.42,614049.1406599594,Hamilton,Cathy Zhang
PRJ1667,2023-06-22,2024-05-14,327,In Progress,553883.12,633267.7403333993,Ottawa,Daniel Lee
PRJ1668,2023-11-18,2024-10-14,331,Completed,573607.88,569189.0142386426,London,Cathy Zhang
PRJ1669,2023-06-20,2024-04-30,315,On Hold,466310.2,373600.77872682514,Toronto,Alice Smith
PRJ1670,2023-05-15,2024-03-27,317,In Progress,525563.9,471494.20126981864,Mississauga,Daniel Lee
PRJ1671,2023-06-21,2023-12-14,176,Completed,456795.62,424594.9959908054,Toronto,Bob Johnson
PRJ1672,2023-07-12,2023-10-26,106,Planned,427269.19,506911.2260936105,Ottawa,Alice Smith
PRJ1673,2023-02-09,2023-05-28,108,In Progress,666706.24,776518.9665868558,Mississauga,Alice Smith
PRJ1674,2023-12-12,2024-11-08,332,In Progress,512150.73,604167.9308341366,London,Bob Johnson
PRJ1675,2023-04-14,2024-02-05,297,Completed,550745.43,622509.4227265576,Hamilton,Daniel Lee
PRJ1676,2023-04-11,2024-01-16,280,Planned,583575.4,548945.5068378462,Toronto,Bob Johnson
PRJ1677,2023-05-29,2023-12-30,215,In Progress,513404.09,596755.5360555024,Mississauga,Alice Smith
PRJ1678,2023-02-04,2023-09-15,223,On Hold,524063.27,625036.5329158817,Toronto,Daniel Lee
PRJ1679,2023-04-21,2023-08-31,132,On Hold,391337.48,367868.39406638924,London,Cathy Zhang
PRJ1680,2023-02-26,2023-11-16,263,On Hold,410388.5,371082.46881889197,Toronto,Alice Smith
PRJ1681,2023-10-06,2024-06-12,250,Planned,405218.52,412823.0602900394,Mississauga,Cathy Zhang
PRJ1682,2023-04-17,2024-03-09,327,In Progress,560545.84,490399.6252032836,Ottawa,Bob Johnson
PRJ1683,2023-08-31,2023-12-27,118,On Hold,507089.07,412288.6104369742,Mississauga,Daniel Lee
PRJ1684,2023-08-29,2024-02-04,159,Planned,410396.84,483583.9215197809,Toronto,Bob Johnson
PRJ1685,2023-12-22,2024-12-12,356,On Hold,558009.88,653036.8716879042,London,Cathy Zhang
PRJ1686,2023-12-03,2024-03-22,110,Completed,554345.65,479543.10251550726,Hamilton,Alice Smith
PRJ1687,2023-08-22,2024-06-22,305,In Progress,430503.4,414616.1450480335,Hamilton,Daniel Lee
PRJ1688,2023-11-20,2024-05-27,189,In Progress,497217.25,563056.0361342333,London,Bob Johnson
PRJ1689,2023-05-30,2023-12-19,203,Planned,554714.17,590437.8288520647,Toronto,Cathy Zhang
PRJ1690,2023-04-15,2024-03-05,325,Planned,414164.46,396734.35022017354,London,Cathy Zhang
PRJ1691,2023-04-23,2023-09-03,133,In Progress,556622.68,610987.1259320693,Toronto,Alice Smith
PRJ1692,2023-05-06,2024-02-07,277,On Hold,530102.36,614292.6630088234,Mississauga,Cathy Zhang
PRJ1693,2023-10-30,2024-05-16,199,On Hold,400080.03,468279.00506461575,Ottawa,Daniel Lee
PRJ1694,2023-10-24,2023-12-12,49,Completed,521979.67,496684.4541643089,Toronto,Cathy Zhang
PRJ1695,2023-06-16,2024-01-03,201,On Hold,536564.86,466502.51280191075,Hamilton,Alice Smith
PRJ1696,2023-05-16,2024-02-14,274,Planned,437399.89,509630.15846470813,Hamilton,Bob Johnson
PRJ1697,2023-02-01,2023-11-26,298,Planned,445271.64,372702.23806778854,Ottawa,Daniel Lee
PRJ1698,2023-05-06,2023-12-16,224,On Hold,399158.01,434553.48883309413,Toronto,Bob Johnson
PRJ1699,2023-04-01,2023-08-03,124,Planned,455100.1,389656.2168171529,Ottawa,Bob Johnson
PRJ1700,2023-11-30,2024-07-25,238,In Progress,498791.8,476722.62805441464,Mississauga,Cathy Zhang
PRJ1701,2023-07-18,2024-03-20,246,In Progress,445547.78,429785.3236877519,Ottawa,Cathy Zhang
PRJ1702,2023-04-11,2023-11-22,225,On Hold,351511.21,303531.0427352503,Mississauga,Alice Smith
PRJ1703,2023-06-02,2023-08-26,85,In Progress,431141.2,504035.35227013263,Hamilton,Cathy Zhang
PRJ1704,2023-11-21,2023-12-25,34,In Progress,458270.79,367105.7293845874,Mississauga,Cathy Zhang
PRJ1705,2023-11-10,2024-09-21,316,Completed,581683.87,673312.7009829248,Toronto,Bob Johnson
PRJ1706,2023-04-13,2024-01-29,291,Completed,559476.49,645373.8830628556,Toronto,Daniel Lee
PRJ1707,2023-09-15,2024-01-28,135,In Progress,583622.11,540892.4865458148,Toronto,Cathy Zhang
PRJ1708,2023-04-26,2024-03-12,321,On Hold,426098.11,460916.16651931574,Toronto,Daniel Lee
PRJ1709,2023-09-21,2024-01-17,118,Completed,514155.08,463317.25840531936,London,Cathy Zhang
PRJ1710,2023-07-02,2024-03-22,264,Planned,257695.35,284369.2474783102,Mississauga,Cathy Zhang
PRJ1711,2023-01-12,2023-03-22,69,Planned,542892.04,556164.6085213686,Toronto,Alice Smith
PRJ1712,2023-07-26,2024-05-16,295,Planned,561089.77,516253.18842878565,Ottawa,Cathy Zhang
PRJ1713,2023-06-17,2024-02-12,240,On Hold,464837.48,446287.6297157392,Ottawa,Alice Smith
PRJ1714,2023-05-29,2023-08-27,90,In Progress,529542.98,569764.6780551785,London,Bob Johnson
PRJ1715,2023-11-13,2024-04-07,146,Planned,348507.57,405118.78414342087,Mississauga,Daniel Lee
PRJ1716,2023-02-06,2023-12-10,307,On Hold,419893.3,357871.1153755751,Mississauga,Cathy Zhang
PRJ1717,2023-03-19,2023-06-21,94,Completed,576544.92,593002.7336735147,Mississauga,Alice Smith
PRJ1718,2023-03-16,2024-01-16,306,In Progress,551125.33,496834.8995125759,London,Bob Johnson
PRJ1719,2023-08-15,2024-07-24,344,Completed,458814.55,514124.1392836385,Mississauga,Cathy Zhang
PRJ1720,2023-03-20,2024-02-29,346,On Hold,581136.23,481235.96125533886,Mississauga,Alice Smith
PRJ1721,2023-01-13,2023-12-30,351,Planned,513829.81,552666.2571048208,Toronto,Alice Smith
PRJ1722,2023-05-28,2023-12-11,197,Planned,449577.9,391123.0645794338,Mississauga,Bob Johnson
PRJ1723,2023-04-08,2024-02-25,323,On Hold,481717.27,500289.4782484046,Toronto,Cathy Zhang
PRJ1724,2023-01-13,2023-03-04,50,Planned,454458.23,515481.53359988454,Toronto,Cathy Zhang
PRJ1725,2023-01-04,2023-12-18,348,In Progress,381622.4,420560.1977889858,Mississauga,Daniel Lee
PRJ1726,2023-03-31,2023-08-18,140,On Hold,625668.58,688971.9469432483,Ottawa,Cathy Zhang
PRJ1727,2023-12-13,2024-06-24,194,Completed,443197.56,446361.1595274699,Hamilton,Alice Smith
PRJ1728,2023-09-20,2024-02-09,142,On Hold,416763.93,481903.39739578636,Ottawa,Daniel Lee
PRJ1729,2023-08-17,2023-12-20,125,In Progress,347065.17,359296.46824229707,Mississauga,Daniel Lee
PRJ1730,2023-01-04,2024-01-02,363,In Progress,236403.21,275884.245199119,Mississauga,Cathy Zhang
PRJ1731,2023-04-24,2024-03-03,314,On Hold,570149.69,580759.5959644763,Ottawa,Daniel Lee
PRJ1732,2023-06-30,2024-05-16,321,On Hold,579360.87,580743.3555125234,Mississauga,Alice Smith
PRJ1733,2023-02-16,2023-11-03,260,Planned,619303.86,550524.7212318408,Toronto,Alice Smith
PRJ1734,2023-06-26,2023-08-20,55,In Progress,485096.07,493786.40194340085,London,Bob Johnson
PRJ1735,2023-12-28,2024-04-30,124,On Hold,467800.75,400546.875798743,Mississauga,Alice Smith
PRJ1736,2024-01-01,2024-06-15,166,On Hold,449227.69,515657.7200509843,Mississauga,Bob Johnson
PRJ1737,2023-10-22,2024-02-17,118,In Progress,458344.24,490591.8536208669,Ottawa,Daniel Lee
PRJ1738,2023-03-15,2023-07-21,128,On Hold,611979.04,732816.859151472,Toronto,Bob Johnson
PRJ1739,2023-08-03,2024-03-02,212,Planned,497348.48,416200.5902894106,Ottawa,Cathy Zhang
PRJ1740,2023-09-18,2024-08-20,337,In Progress,537807.08,482019.86753194564,Ottawa,Bob Johnson
PRJ1741,2023-07-30,2024-04-07,252,Planned,455799.32,524562.7741426621,Mississauga,Cathy Zhang
PRJ1742,2023-01-29,2023-11-23,298,Planned,632084.79,605601.4738596302,Toronto,Daniel Lee
PRJ1743,2023-10-27,2024-09-21,330,Planned,309526.11,305354.0682281863,Mississauga,Bob Johnson
PRJ1744,2023-02-08,2023-11-25,290,Planned,377947.58,432470.58322423295,Mississauga,Alice Smith
PRJ1745,2023-03-22,2023-07-04,104,In Progress,537971.05,542667.1552962848,Mississauga,Cathy Zhang
PRJ1746,2023-02-11,2023-12-28,320,Planned,675061.08,592292.0703438323,Mississauga,Daniel Lee
PRJ1747,2023-10-06,2024-04-12,189,Planned,477489.98,552366.1607865656,London,Alice Smith
PRJ1748,2023-10-17,2024-10-16,365,On Hold,415762.92,337776.0499897909,Hamilton,Cathy Zhang
PRJ1749,2023-12-17,2024-08-19,246,In Progress,600066.27,694971.855398689,Toronto,Daniel Lee
PRJ1750,2023-06-02,2023-10-13,133,In Progress,532369.84,436654.04999612586,London,Daniel Lee
PRJ1751,2023-02-11,2023-11-28,290,Completed,629021.38,670750.4984771583,Hamilton,Alice Smith
PRJ1752,2023-07-25,2023-09-05,42,In Progress,370964.89,307408.1252786115,Hamilton,Daniel Lee
PRJ1753,2023-07-26,2024-04-29,278,In Progress,621166.85,672403.9183684054,Hamilton,Bob Johnson
PRJ1754,2023-05-05,2023-11-18,197,Completed,345154.25,280813.5383744735,London,Daniel Lee
PRJ1755,2023-07-05,2024-01-08,187,In Progress,471182.79,535726.8650399317,Toronto,Cathy Zhang
PRJ1756,2023-08-06,2023-11-29,115,In Progress,541278.28,533904.7601343147,Ottawa,Cathy Zhang
PRJ1757,2023-12-04,2024-09-11,282,In Progress,518601.34,434267.2017353293,Hamilton,Cathy Zhang
PRJ1758,2023-04-10,2023-06-29,80,In Progress,606059.23,656197.1634367501,Ottawa,Bob Johnson
PRJ1759,2023-01-11,2023-07-09,179,Completed,317334.0,315974.5611365196,Ottawa,Alice Smith
PRJ1760,2023-12-24,2024-08-27,247,In Progress,514100.75,450547.38062380377,Mississauga,Bob Johnson
PRJ1761,2023-06-19,2024-05-21,337,In Progress,619964.2,499857.8842960099,Ottawa,Bob Johnson
PRJ1762,2023-02-26,2023-11-15,262,Completed,505929.42,489334.58284158015,Mississauga,Bob Johnson
PRJ1763,2023-01-13,2023-07-12,180,On Hold,385766.03,321825.96335604053,Toronto,Daniel Lee
PRJ1764,2023-01-13,2023-08-14,213,Planned,600750.74,503229.5983630418,Toronto,Alice Smith
PRJ1765,2023-02-06,2023-10-18,254,On Hold,435168.97,394668.5856846205,Mississauga,Daniel Lee
PRJ1766,2023-04-16,2023-08-23,129,Completed,417567.7,439357.76845017413,Toronto,Bob Johnson
PRJ1767,2023-09-14,2024-09-05,357,Planned,404986.42,409831.776112448,Hamilton,Cathy Zhang
PRJ1768,2023-06-07,2024-03-13,280,Completed,480131.49,397354.38364213187,Toronto,Bob Johnson
PRJ1769,2023-05-13,2024-01-22,254,Completed,518306.02,615422.3201005391,Mississauga,Alice Smith
PRJ1770,2023-09-17,2023-12-07,81,In Progress,373089.99,430869.4948176569,Hamilton,Cathy Zhang
PRJ1771,2023-11-02,2024-05-02,182,Planned,393635.41,355724.46036593366,Ottawa,Alice Smith
PRJ1772,2023-08-15,2023-10-11,57,In Progress,430551.71,365510.60123178596,Ottawa,Bob Johnson
PRJ1773,2023-02-05,2023-10-11,248,Planned,404501.14,476082.1252533873,Ottawa,Alice Smith
PRJ1774,2023-12-06,2024-07-07,214,Completed,503675.82,495847.04124412773,Mississauga,Daniel Lee
PRJ1775,2023-12-05,2024-07-12,220,Completed,536122.16,495627.1301095625,Ottawa,Cathy Zhang
PRJ1776,2023-03-22,2023-08-20,151,On Hold,522387.38,520372.6437007561,Toronto,Alice Smith
PRJ1777,2023-04-25,2023-06-04,40,Planned,522533.19,579540.3371614631,Ottawa,Cathy Zhang
PRJ1778,2023-09-23,2024-04-02,192,In Progress,667099.17,578611.2130952681,London,Cathy Zhang
PRJ1779,2023-08-29,2024-02-16,171,On Hold,542368.36,600400.8706109104,London,Bob Johnson
PRJ1780,2023-04-06,2024-01-31,300,On Hold,578396.42,636108.0716485787,Ottawa,Bob Johnson
PRJ1781,2023-11-20,2024-09-21,306,On Hold,458538.43,465755.4956284222,Ottawa,Cathy Zhang
PRJ1782,2023-04-11,2023-08-26,137,In Progress,594400.61,681383.361838619,London,Alice Smith
PRJ1783,2023-01-19,2023-07-08,170,On Hold,453764.75,386996.6027837609,Ottawa,Cathy Zhang
PRJ1784,2023-10-23,2024-10-14,357,In Progress,541144.83,561812.0183322658,Hamilton,Bob Johnson
PRJ1785,2023-04-19,2023-08-28,131,On Hold,362863.31,355510.6909425259,London,Alice Smith
PRJ1786,2023-05-18,2023-10-09,144,In Progress,516623.41,500565.1245397408,Mississauga,Cathy Zhang
PRJ1787,2023-03-13,2023-04-21,39,Completed,402461.98,362628.0755256217,London,Bob Johnson
PRJ1788,2023-01-26,2023-10-31,278,Completed,593603.57,563277.4693282944,Toronto,Cathy Zhang
PRJ1789,2023-01-11,2023-12-12,335,Completed,587587.65,495489.3394310677,Hamilton,Cathy Zhang
PRJ1790,2023-07-01,2023-09-27,88,Completed,453337.26,408293.4830288035,Mississauga,Cathy Zhang
PRJ1791,2023-05-23,2023-11-01,162,Completed,704957.49,640655.5278987266,Ottawa,Alice Smith
PRJ1792,2023-04-09,2024-02-23,320,On Hold,471412.17,513022.3772994626,Toronto,Bob Johnson
PRJ1793,2023-05-17,2023-08-21,96,On Hold,338798.11,277618.0051912222,Toronto,Bob Johnson
PRJ1794,2023-09-26,2024-05-26,243,On Hold,422088.2,447614.7956804968,Hamilton,Daniel Lee
PRJ1795,2023-08-06,2023-12-21,137,In Progress,395585.9,351503.3753737832,Mississauga,Cathy Zhang
PRJ1796,2023-11-22,2023-12-31,39,In Progress,537960.21,447983.46116545825,Toronto,Cathy Zhang
PRJ1797,2023-09-09,2024-07-10,305,In Progress,376463.7,346468.0001540074,Mississauga,Daniel Lee
PRJ1798,2023-12-31,2024-10-26,300,In Progress,446078.6,396915.89733307756,Mississauga,Cathy Zhang
PRJ1799,2023-03-08,2023-09-08,184,Completed,531455.22,542516.3710996361,Toronto,Alice Smith
PRJ1800,2023-05-09,2024-01-18,254,Completed,513864.59,484548.90361338475,Mississauga,Daniel Lee
PRJ1801,2023-04-22,2023-09-18,149,Completed,498735.62,591698.6912144547,Hamilton,Bob Johnson
PRJ1802,2023-12-21,2024-09-18,272,Planned,512600.05,607646.269130092,Toronto,Cathy Zhang
PRJ1803,2023-11-22,2024-06-16,207,On Hold,462949.99,452527.1837608249,Hamilton,Bob Johnson
PRJ1804,2023-10-08,2024-07-25,291,In Progress,339624.79,379712.3967433495,Hamilton,Cathy Zhang
PRJ1805,2023-04-22,2023-08-29,129,In Progress,460316.18,370696.0336173008,Mississauga,Daniel Lee
PRJ1806,2023-03-16,2023-07-02,108,Completed,546874.98,557333.763776058,Mississauga,Bob Johnson
PRJ1807,2023-08-07,2023-10-16,70,In Progress,486306.5,533633.6875750015,Toronto,Cathy Zhang
PRJ1808,2023-12-22,2024-04-02,102,In Progress,539148.84,478104.94732968946,Ottawa,Alice Smith
PRJ1809,2023-06-24,2024-05-07,318,On Hold,441321.7,363855.92919272726,Toronto,Daniel Lee
PRJ1810,2023-07-25,2024-04-08,258,Completed,599433.61,516932.1082471062,Hamilton,Cathy Zhang
PRJ1811,2023-11-27,2024-04-26,151,On Hold,244368.21,238684.01846183976,Mississauga,Cathy Zhang
PRJ1812,2023-12-22,2024-03-07,76,Planned,514144.05,515454.38122875144,Hamilton,Cathy Zhang
PRJ1813,2023-04-25,2023-12-20,239,Planned,634888.03,604638.1859327782,London,Daniel Lee
PRJ1814,2023-10-09,2024-06-10,245,Planned,649769.85,634168.5554460249,London,Cathy Zhang
PRJ1815,2023-11-16,2023-12-19,33,Completed,476817.38,471140.3845701213,Hamilton,Cathy Zhang
PRJ1816,2023-05-03,2024-01-07,249,In Progress,367380.18,406974.4556950439,Ottawa,Bob Johnson
PRJ1817,2023-01-30,2023-04-11,71,Completed,636647.28,536118.6112612699,Ottawa,Bob Johnson
PRJ1818,2023-06-20,2023-09-18,90,Completed,494813.48,548045.6066411065,Toronto,Daniel Lee
PRJ1819,2023-09-24,2024-01-18,116,In Progress,484103.05,520629.0709417122,Toronto,Daniel Lee
PRJ1820,2023-12-20,2024-07-10,203,On Hold,410714.54,450415.9832800374,Toronto,Alice Smith
PRJ1821,2023-12-10,2024-01-10,31,Planned,375011.25,410182.56298903486,Mississauga,Cathy Zhang
PRJ1822,2023-03-10,2023-10-11,215,On Hold,556386.32,549841.3954464288,Ottawa,Bob Johnson
PRJ1823,2023-07-06,2023-11-07,124,Planned,566987.15,501534.1952614635,Hamilton,Bob Johnson
PRJ1824,2023-10-31,2024-01-30,91,Completed,520154.4,527775.474295905,London,Cathy Zhang
PRJ1825,2023-06-21,2024-05-12,326,Planned,423595.42,501195.06014040357,Ottawa,Cathy Zhang
PRJ1826,2023-02-20,2023-09-30,222,Completed,393500.12,407434.06650054816,Ottawa,Daniel Lee
PRJ1827,2023-11-19,2024-07-24,248,On Hold,356775.13,286996.64266776707,Ottawa,Alice Smith
PRJ1828,2023-03-03,2023-07-21,140,Completed,443945.48,365759.7385306334,Toronto,Alice Smith
PRJ1829,2023-04-27,2023-06-05,39,On Hold,399414.64,478157.38836077065,Mississauga,Daniel Lee
PRJ1830,2023-05-09,2024-02-01,268,In Progress,329069.03,272725.3514587817,Hamilton,Daniel Lee
PRJ1831,2023-09-04,2024-08-27,358,In Progress,565134.5,462516.2833997575,Toronto,Bob Johnson
PRJ1832,2023-03-03,2024-02-26,360,In Progress,368093.61,346453.27909033594,Mississauga,Daniel Lee
PRJ1833,2023-12-10,2024-03-17,98,Completed,598392.27,710726.5846457559,Ottawa,Alice Smith
PRJ1834,2023-02-21,2023-09-17,208,In Progress,539407.17,500284.00112974405,Mississauga,Bob Johnson
PRJ1835,2023-08-25,2023-11-24,91,Planned,529434.12,510349.9536527655,Toronto,Alice Smith
PRJ1836,2023-07-22,2024-06-12,326,On Hold,666530.9,702277.5017106802,Ottawa,Cathy Zhang
PRJ1837,2023-06-15,2024-01-31,230,On Hold,371419.74,300718.037237413,Toronto,Alice Smith
PRJ1838,2023-06-07,2024-06-02,361,Planned,587377.2,680832.1025700814,Hamilton,Bob Johnson
PRJ1839,2023-03-21,2024-01-13,298,Completed,470235.74,473892.8606990165,Ottawa,Alice Smith
PRJ1840,2023-04-26,2024-01-17,266,Completed,757107.02,747055.941579293,Mississauga,Bob Johnson
PRJ1841,2023-12-24,2024-05-25,153,On Hold,461920.56,528571.384725367,Toronto,Bob Johnson
PRJ1842,2023-05-07,2023-07-15,69,In Progress,445769.17,526556.2000738224,London,Daniel Lee
PRJ1843,2023-03-02,2024-02-18,353,Completed,542553.58,525935.2141169277,Mississauga,Alice Smith
PRJ1844,2023-09-24,2024-03-20,178,Completed,479109.15,416334.559570105,Mississauga,Daniel Lee
PRJ1845,2023-07-17,2024-06-13,332,Planned,424153.7,477717.40199827135,Ottawa,Daniel Lee
PRJ1846,2023-08-20,2024-01-26,159,Planned,402972.32,387378.9710016812,Mississauga,Alice Smith
PRJ1847,2023-10-18,2024-02-01,106,In Progress,645820.45,758334.1365291924,Toronto,Bob Johnson
PRJ1848,2023-05-19,2023-12-18,213,Completed,383653.84,452696.02910354186,London,Cathy Zhang
PRJ1849,2023-08-13,2024-03-30,230,Completed,522308.76,441837.4916681557,Hamilton,Alice Smith
PRJ1850,2023-06-10,2024-02-12,247,Planned,605618.41,716217.4051101253,London,Daniel Lee
PRJ1851,2023-09-13,2024-06-09,270,Completed,610449.5,578283.7744131245,Toronto,Daniel Lee
